File No,Player Name,Innings,Batting Position,Runs,Dots,1s,2s,3s,4s,6s,Balls Played,Wicket Method,Balls Bowled,Runs Given,Extras Given,Wickets Taken
812787.csv,PA Desai,1,10,11,8,5,1,0,1,0,15,bowled,18,20,0,0
812787.csv,C Pervez,1,11,1,2,1,0,0,0,0,3,bowled,44,19,1,0
812787.csv,SP Khakurel,2,1,0,6,0,0,0,0,0,6,run out,0,0,0,0
812787.csv,NB Budayair,2,2,0,3,0,0,0,0,0,3,caught,0,0,0,0
812787.csv,G Malla,2,3,32,39,10,1,0,5,0,55,,0,0,0,0
812787.csv,P Khadka,2,4,77,50,13,1,0,11,3,78,caught,60,17,1,1
812787.csv,B Bhandari,2,5,1,0,1,0,0,0,0,1,,0,0,0,0
812787.csv,B Regmi,2,,0,0,0,0,0,0,0,0,,61,23,2,0
812787.csv,Karan KC,2,,0,0,0,0,0,0,0,0,,60,26,1,5
812787.csv,SP Gauchan,2,,0,0,0,0,0,0,0,0,,32,5,0,1
812787.csv,Sagar Pun,2,,0,0,0,0,0,0,0,0,,24,11,0,1
812787.csv,Sompal Kami,2,,0,0,0,0,0,0,0,0,,60,28,0,2
1062501.csv,PW Gough,1,1,22,22,8,5,0,1,0,36,caught and bowled,0,0,0,0
1062501.csv,NAT Watkins,1,2,30,27,9,3,1,3,0,43,lbw,42,27,4,0
1062501.csv,LE Gallichan,1,3,0,2,0,0,0,0,0,2,bowled,0,0,0,0
1062501.csv,JW Jenner,1,4,22,27,8,2,0,1,1,39,lbw,0,0,0,0
1062501.csv,JE Dunford,1,5,1,6,1,0,0,0,0,7,lbw,0,0,0,0
1062501.csv,AW Hawkins-Kay,1,6,35,22,17,5,0,2,0,46,caught,33,23,4,1
1062501.csv,C Bisson,1,7,27,14,9,2,0,2,1,28,caught,0,0,0,0
1062501.csv,CW Perchard,1,8,4,9,2,1,0,0,0,12,caught,24,16,0,0
1062501.csv,RJG Palmer,1,9,4,2,2,1,0,0,0,5,bowled,43,20,1,0
1062501.csv,B Kynman,1,10,3,3,3,0,0,0,0,6,bowled,39,43,2,3
1062501.csv,R McBey,1,,0,0,0,0,0,0,0,0,,18,19,0,0
1062501.csv,FA Klokker,2,1,9,9,1,0,0,2,0,12,caught,0,0,0,0
1062501.csv,Aftab Ahmed (2),2,2,29,13,5,3,0,3,1,25,bowled,40,22,1,3
1062501.csv,SA Ahmad,2,3,67,43,29,2,0,7,1,82,,48,38,0,1
1062501.csv,HAM Shah,2,4,41,44,19,5,0,3,0,71,caught,43,38,1,2
1062501.csv,MR Pedersen,2,5,1,3,1,0,0,0,0,4,bowled,0,0,0,0
1062501.csv,Zameer Khan,2,6,1,4,1,0,0,0,0,5,,0,0,0,0
1062501.csv,A Khan,2,,0,0,0,0,0,0,0,0,,32,12,4,0
1062501.csv,Bashir Shah,2,,0,0,0,0,0,0,0,0,,48,20,2,4
1062501.csv,RB Javed,2,,0,0,0,0,0,0,0,0,,13,18,2,0
249229.csv,SP Fleming,1,1,12,36,5,0,1,1,0,43,caught,0,0,0,0
249229.csv,NJ Astle,1,2,0,4,0,0,0,0,0,4,caught,16,22,0,0
249229.csv,HJH Marshall,1,3,0,3,0,0,0,0,0,3,caught,0,0,0,0
249229.csv,LRPL Taylor,1,4,26,32,6,0,0,5,0,43,caught,0,0,0,0
249229.csv,PG Fulton,1,5,19,28,7,1,2,1,0,39,caught,0,0,0,0
249229.csv,CD McMillan,1,6,89,48,22,9,1,7,3,90,caught and bowled,36,28,0,1
249229.csv,BB McCullum,1,7,15,19,4,1,1,0,1,26,lbw,0,0,0,0
249229.csv,DL Vettori,1,8,6,7,1,1,1,0,0,10,caught,60,41,1,2
249229.csv,JEC Franklin,1,9,18,6,8,3,0,1,0,18,caught,62,45,2,1
249229.csv,MR Gillespie,1,10,6,9,2,0,0,1,0,12,,64,30,4,2
249229.csv,MJ Mason,1,11,4,3,4,0,0,0,0,7,bowled,64,42,9,2
249229.csv,AC Gilchrist,2,1,3,3,1,1,0,0,0,5,caught,0,0,0,0
249229.csv,ML Hayden,2,2,0,10,0,0,0,0,0,10,caught,0,0,0,0
249229.csv,MJ Clarke,2,3,75,74,22,4,3,9,0,112,caught,0,0,0,0
249229.csv,RT Ponting,2,4,5,13,1,0,0,1,0,15,lbw,0,0,0,0
249229.csv,A Symonds,2,5,38,27,3,2,1,7,0,40,bowled,52,40,6,0
249229.csv,MEK Hussey,2,6,65,37,26,3,1,6,1,74,,0,0,0,0
249229.csv,CL White,2,7,5,11,3,1,0,0,0,15,caught,6,6,0,0
249229.csv,B Lee,2,8,2,10,2,0,0,0,0,12,caught,63,40,13,2
249229.csv,NW Bracken,2,9,14,9,3,2,1,1,0,16,caught,52,33,2,1
249229.csv,SR Clark,2,10,1,2,1,0,0,0,0,3,,61,53,1,4
249229.csv,GD McGrath,2,,0,0,0,0,0,0,0,0,,61,23,1,3
1144505.csv,CH Gayle,1,1,0,14,0,0,0,0,0,14,caught,13,17,6,0
1144505.csv,E Lewis,1,2,70,30,28,3,0,6,2,69,caught,0,0,0,0
1144505.csv,SD Hope,1,3,96,54,55,8,1,4,1,123,caught,0,0,0,0
1144505.csv,N Pooran,1,4,25,18,9,1,0,2,1,31,caught,0,0,0,0
1144505.csv,SO Hetmyer,1,5,50,7,8,4,0,4,3,26,caught,0,0,0,0
1144505.csv,AD Russell,1,6,0,2,0,0,0,0,0,2,caught,37,37,5,1
1144505.csv,JO Holder,1,7,33,7,1,2,0,4,2,16,caught,55,61,1,0
1144505.csv,DM Bravo,1,8,19,7,7,0,0,0,2,16,bowled,0,0,0,0
1144505.csv,O Thomas,1,9,6,10,4,1,0,0,0,15,,41,47,5,1
1144505.csv,SS Cottrell,1,,0,0,0,0,0,0,0,0,,63,58,7,1
1144505.csv,ST Gabriel,1,,0,0,0,0,0,0,0,0,,53,76,2,0
1144505.csv,Tamim Iqbal,2,1,48,30,16,4,0,6,0,56,run out,0,0,0,0
1144505.csv,Soumya Sarkar,2,2,29,11,9,0,0,2,2,24,caught,0,0,0,0
1144505.csv,Shakib Al Hasan,2,3,124,38,41,8,1,16,0,104,,48,54,0,2
1144505.csv,Mushfiqur Rahim,2,4,1,4,1,0,0,0,0,5,caught,0,0,0,0
1144505.csv,Liton Das,2,5,94,27,30,4,0,8,4,73,,0,0,0,0
1144505.csv,Mashrafe Mortaza,2,,0,0,0,0,0,0,0,0,,48,37,4,0
1144505.csv,Mehedi Hasan Miraz,2,,0,0,0,0,0,0,0,0,,55,56,1,0
1144505.csv,Mohammad Saifuddin,2,,0,0,0,0,0,0,0,0,,66,66,6,3
1144505.csv,Mosaddek Hossain,2,,0,0,0,0,0,0,0,0,,36,36,0,0
1144505.csv,Mustafizur Rahman,2,,0,0,0,0,0,0,0,0,,59,50,11,3
249750.csv,AJ Strauss,1,1,56,60,18,7,0,6,0,91,caught,0,0,0,0
249750.csv,IR Bell,1,2,43,40,13,1,0,7,0,61,caught,0,0,0,0
249750.csv,KP Pietersen,1,3,1,5,1,0,0,0,0,6,caught,0,0,0,0
249750.csv,A Flintoff,1,4,4,11,4,0,0,0,0,15,caught,0,0,0,0
249750.csv,MH Yardy,1,5,4,11,4,0,0,0,0,15,caught,60,18,0,0
249750.csv,PD Collingwood,1,6,22,20,16,1,0,1,0,38,,0,0,0,0
249750.csv,JWM Dalrymple,1,7,3,12,3,0,0,0,0,15,caught,18,10,6,0
249750.csv,CMW Read,1,8,0,2,0,0,0,0,0,2,caught,0,0,0,0
249750.csv,SI Mahmood,1,9,8,6,6,1,0,0,0,13,caught and bowled,66,51,9,2
249750.csv,SJ Harmison,1,10,1,2,1,0,0,0,0,3,caught,31,43,2,1
249750.csv,JM Anderson,1,11,15,12,5,1,0,2,0,20,bowled,57,28,3,1
249750.csv,AC Gilchrist,2,1,10,7,2,0,0,2,0,11,bowled,0,0,0,0
249750.csv,SR Watson,2,2,21,17,4,1,1,3,0,26,bowled,44,14,2,3
249750.csv,RT Ponting,2,3,1,3,1,0,0,0,0,4,caught,0,0,0,0
249750.csv,MEK Hussey,2,4,32,66,11,5,1,2,0,85,,0,0,0,0
249750.csv,DR Martyn,2,5,78,58,23,2,1,12,0,96,caught,0,0,0,0
249750.csv,A Symonds,2,6,8,5,4,0,0,1,0,10,,12,11,0,1
249750.csv,B Lee,2,,0,0,0,0,0,0,0,0,,57,22,3,0
249750.csv,GD McGrath,2,,0,0,0,0,0,0,0,0,,55,35,1,2
249750.csv,MG Johnson,2,,0,0,0,0,0,0,0,0,,62,38,4,3
249750.csv,NW Bracken,2,,0,0,0,0,0,0,0,0,,49,37,2,1
249230.csv,AC Gilchrist,1,1,13,19,1,0,0,3,0,23,caught,0,0,0,0
249230.csv,ML Hayden,1,2,117,53,34,10,1,15,0,113,bowled,0,0,0,0
249230.csv,RT Ponting,1,3,111,56,46,12,1,8,1,124,caught,0,0,0,0
249230.csv,MJ Clarke,1,4,7,3,3,2,0,0,0,8,caught,56,44,7,3
249230.csv,A Symonds,1,5,24,2,6,3,0,0,2,13,bowled,32,26,7,0
249230.csv,MEK Hussey,1,6,29,5,7,2,0,0,3,17,,0,0,0,0
249230.csv,CL White,1,7,20,4,3,2,1,1,1,12,,0,0,0,0
249230.csv,B Lee,1,,0,0,0,0,0,0,0,0,,61,52,1,0
249230.csv,GD McGrath,1,,0,0,0,0,0,0,0,0,,62,70,2,1
249230.csv,MG Johnson,1,,0,0,0,0,0,0,0,0,,38,42,6,1
249230.csv,NW Bracken,1,,0,0,0,0,0,0,0,0,,61,74,4,0
249230.csv,L Vincent,2,1,66,52,17,4,1,8,1,83,lbw,0,0,0,0
249230.csv,SP Fleming,2,2,28,18,4,0,0,6,0,28,caught,0,0,0,0
249230.csv,PG Fulton,2,3,23,16,5,1,0,4,0,26,caught,0,0,0,0
249230.csv,LRPL Taylor,2,4,39,23,23,4,0,2,0,52,bowled,13,14,2,0
249230.csv,CD McMillan,2,5,5,4,1,0,0,1,0,6,run out,18,26,0,1
249230.csv,JDP Oram,2,6,101,25,31,9,0,4,6,75,,30,50,0,0
249230.csv,BB McCullum,2,7,46,11,24,0,0,4,1,40,,0,0,0,0
249230.csv,DL Vettori,2,,0,0,0,0,0,0,0,0,,61,33,1,1
249230.csv,JS Patel,2,,0,0,0,0,0,0,0,0,,62,65,2,1
249230.csv,KD Mills,2,,0,0,0,0,0,0,0,0,,62,70,3,1
249230.csv,MR Gillespie,2,,0,0,0,0,0,0,0,0,,64,63,14,1
1004285.csv,KJ Coetzer,1,1,48,28,4,0,0,8,2,42,caught and bowled,0,0,0,0
1004285.csv,MH Cross,1,2,13,16,4,1,1,1,0,23,caught,0,0,0,0
1004285.csv,CS MacLeod,1,3,102,50,38,10,2,8,1,109,caught,0,0,0,0
1004285.csv,MA Leask,1,4,12,15,6,1,0,1,0,23,lbw,12,23,0,0
1004285.csv,RD Berrington,1,5,10,21,10,0,0,0,0,31,lbw,0,0,0,0
1004285.csv,CD de Lange,1,6,11,13,3,2,0,1,0,19,run out,60,38,2,3
1004285.csv,CD Wallace,1,7,52,26,16,6,0,3,2,53,caught,0,0,0,0
1004285.csv,SM Sharif,1,8,2,1,2,0,0,0,0,3,,43,34,2,0
1004285.csv,MRJ Watt,1,9,1,1,1,0,0,0,0,2,,61,41,1,1
1004285.csv,AC Evans,1,,0,0,0,0,0,0,0,0,,51,42,2,2
1004285.csv,CB Sole,1,,0,0,0,0,0,0,0,0,,58,24,4,4
1004285.csv,C Carter,2,1,15,18,3,2,0,2,0,25,caught,0,0,0,0
1004285.csv,Aizaz Khan,2,2,25,31,7,1,0,4,0,43,caught,55,71,2,1
1004285.csv,Babar Hayat,2,3,56,43,14,2,0,8,1,68,caught,0,0,0,0
1004285.csv,Nizakat Khan,2,4,40,28,24,1,0,2,1,56,caught,0,0,0,0
1004285.csv,Anshuman Rath,2,5,13,13,7,0,0,0,1,21,caught,18,10,2,0
1004285.csv,Ehsan Khan,2,6,7,12,3,2,0,0,0,17,bowled,61,52,3,1
1004285.csv,Shahid Wasif,2,7,4,5,2,1,0,0,0,8,caught,0,0,0,0
1004285.csv,Waqas Khan,2,8,8,11,8,0,0,0,0,19,run out,0,0,0,0
1004285.csv,Tanwir Afzal,2,9,20,5,8,0,0,3,0,16,caught,49,35,1,1
1004285.csv,Nadeem Ahmed,2,10,14,4,4,1,0,2,0,11,bowled,60,37,0,1
1004285.csv,Tanveer Ahmed,2,11,0,1,0,0,0,0,0,1,,62,46,7,3
785961.csv,TS Fray,1,1,0,1,0,0,0,0,0,1,caught,0,0,0,0
785961.csv,T Manders,1,2,7,14,3,0,0,1,0,18,caught,0,0,0,0
785961.csv,C Burgess,1,3,24,34,4,4,0,3,0,45,bowled,0,0,0,0
785961.csv,DC Stovell,1,4,5,6,1,0,0,1,0,8,caught and bowled,24,27,0,0
785961.csv,JJ Tucker,1,5,0,6,0,0,0,0,0,6,lbw,0,0,0,0
785961.csv,LOB Cann,1,6,16,19,4,2,0,2,0,27,caught,0,0,0,0
785961.csv,AC Douglas,1,7,36,23,5,2,1,0,4,35,caught,0,0,0,0
785961.csv,MO Jones,1,8,1,4,1,0,0,0,0,5,bowled,20,8,2,1
785961.csv,KS Leverock,1,9,3,13,3,0,0,0,0,16,lbw,0,0,0,0
785961.csv,DMW Rawlins,1,10,0,7,0,0,0,0,0,7,caught,49,38,4,2
785961.csv,D Talbot,1,,0,0,0,0,0,0,0,0,,42,28,0,1
785961.csv,Steven Ryan Taylor,2,1,17,9,3,2,0,1,1,16,bowled,0,0,0,0
785961.csv,Fahad Babar,2,2,17,28,3,1,0,3,0,35,caught,0,0,0,0
785961.csv,SR Santhanam,2,3,9,11,1,0,0,2,0,14,caught,0,0,0,0
785961.csv,SJ Massiah,2,4,31,17,5,0,0,2,3,27,caught,0,0,0,0
785961.csv,A Thyagarajan,2,5,18,16,8,1,0,2,0,27,,0,0,0,0
785961.csv,TK Patel,2,6,9,11,3,1,0,1,0,16,,43,27,4,1
785961.csv,JJC Lawson,2,,0,0,0,0,0,0,0,0,,41,23,7,3
785961.csv,K Ganesh,2,,0,0,0,0,0,0,0,0,,18,4,2,2
785961.csv,Muhammad Ghous,2,,0,0,0,0,0,0,0,0,,30,26,0,1
785961.csv,Usman Shuja,2,,0,0,0,0,0,0,0,0,,36,12,1,3
473928.csv,MJ Guptill,1,1,44,48,24,1,0,3,1,77,caught,0,0,0,0
473928.csv,BB McCullum,1,2,12,12,0,1,0,1,1,15,caught,0,0,0,0
473928.csv,JD Ryder,1,3,107,44,31,6,0,7,6,94,caught,0,0,0,0
473928.csv,LRPL Taylor,1,4,5,6,3,1,0,0,0,10,caught,0,0,0,0
473928.csv,JEC Franklin,1,5,8,12,4,0,0,1,0,17,caught,49,49,2,3
473928.csv,SB Styris,1,6,58,13,24,2,0,6,1,46,,31,25,4,1
473928.csv,NL McCullum,1,7,65,25,11,4,0,7,3,50,caught,24,24,0,0
473928.csv,HK Bennett,1,,0,0,0,0,0,0,0,0,,52,43,3,4
473928.csv,KD Mills,1,,0,0,0,0,0,0,0,0,run out,48,30,0,1
473928.csv,LJ Woodcock,1,,0,0,0,0,0,0,0,0,,18,27,0,0
473928.csv,TG Southee,1,,0,0,0,0,0,0,0,0,,49,46,1,1
473928.csv,Mohammad Hafeez,2,1,21,8,3,2,0,2,1,16,caught,54,57,0,3
473928.csv,Ahmed Shehzad,2,2,6,10,2,0,0,1,0,13,caught,0,0,0,0
473928.csv,Kamran Akmal,2,3,89,32,39,6,0,5,3,85,caught,0,0,0,0
473928.csv,Younis Khan,2,4,16,13,8,2,0,1,0,24,caught,0,0,0,0
473928.csv,Asad Shafiq,2,5,26,18,14,2,0,2,0,36,run out,0,0,0,0
473928.csv,Umar Akmal,2,6,8,10,8,0,0,0,0,18,caught,0,0,0,0
473928.csv,Shahid Afridi,2,7,44,13,16,0,0,4,2,35,caught,61,50,1,0
473928.csv,Abdul Razzaq,2,8,1,3,1,0,0,0,0,4,caught,42,23,1,2
473928.csv,Sohail Tanvir,2,9,30,18,8,1,0,5,0,32,run out,53,73,5,1
473928.csv,Shoaib Akhtar,2,10,2,4,2,0,0,0,0,6,,43,37,2,1
473928.csv,Umar Gul,2,11,1,1,1,0,0,0,0,2,caught,56,59,3,0
1144514.csv,AJ Finch,1,1,100,69,28,8,0,11,2,118,caught,0,0,0,0
1144514.csv,DA Warner,1,2,53,36,12,4,3,6,0,61,caught,0,0,0,0
1144514.csv,UT Khawaja,1,3,23,12,13,3,0,1,0,29,bowled,0,0,0,0
1144514.csv,SPD Smith,1,4,38,14,14,2,0,5,0,35,caught,0,0,0,0
1144514.csv,GJ Maxwell,1,5,12,4,2,0,0,1,1,8,caught,12,15,0,0
1144514.csv,MP Stoinis,1,6,8,10,4,0,0,1,0,15,run out,43,28,3,1
1144514.csv,AT Carey,1,7,38,8,12,3,0,5,0,28,,0,0,0,0
1144514.csv,PJ Cummins,1,8,1,3,1,0,0,0,0,4,caught,49,40,2,0
1144514.csv,MA Starc,1,9,4,2,4,0,0,0,0,6,,52,43,0,4
1144514.csv,JP Behrendorff,1,,0,0,0,0,0,0,0,0,,61,43,3,5
1144514.csv,NM Lyon,1,,0,0,0,0,0,0,0,0,,54,43,1,0
1144514.csv,JM Vince,2,1,0,2,0,0,0,0,0,2,bowled,0,0,0,0
1144514.csv,JE Root,2,2,8,7,0,0,0,2,0,9,lbw,0,0,0,0
1144514.csv,JM Bairstow,2,3,27,28,5,1,0,5,0,39,caught,0,0,0,0
1144514.csv,EJG Morgan,2,4,4,7,0,0,0,1,0,8,caught,0,0,0,0
1144514.csv,BA Stokes,2,5,89,68,32,5,1,8,2,116,bowled,36,29,0,1
1144514.csv,JC Buttler,2,6,25,11,11,3,0,2,0,27,caught,0,0,0,0
1144514.csv,CR Woakes,2,7,26,16,16,1,0,2,0,35,caught,61,45,4,2
1144514.csv,MM Ali,2,8,6,6,2,0,0,1,0,9,caught,36,42,0,1
1144514.csv,AU Rashid,2,9,25,9,7,0,0,3,1,20,caught,60,49,0,1
1144514.csv,JC Archer,2,10,1,3,1,0,0,0,0,4,caught,55,55,1,1
1144514.csv,MA Wood,2,11,1,1,1,0,0,0,0,2,,56,57,3,1
249753.csv,V Sehwag,1,1,17,13,5,0,0,3,0,21,lbw,64,32,5,1
249753.csv,SR Tendulkar,1,2,29,32,7,3,0,4,0,46,bowled,0,0,0,0
249753.csv,IK Pathan,1,3,0,6,0,0,0,0,0,6,bowled,32,32,3,2
249753.csv,R Dravid,1,4,49,41,19,3,0,6,0,69,run out,0,0,0,0
249753.csv,Yuvraj Singh,1,5,27,32,9,1,0,4,0,46,caught,18,15,0,0
249753.csv,MS Dhoni,1,6,51,35,25,5,0,1,2,68,run out,0,0,0,0
249753.csv,SK Raina,1,7,19,24,11,2,0,1,0,38,stumped,0,0,0,0
249753.csv,Harbhajan Singh,1,8,15,3,11,0,0,1,0,15,bowled,60,27,0,1
249753.csv,AB Agarkar,1,9,1,1,1,0,0,0,0,2,run out,63,47,5,2
249753.csv,RP Singh,1,10,0,1,0,0,0,0,0,1,,25,28,1,0
249753.csv,MM Patel,1,,0,0,0,0,0,0,0,0,,48,29,0,1
249753.csv,CH Gayle,2,1,34,28,2,2,0,7,0,39,caught,24,34,0,0
249753.csv,S Chanderpaul,2,2,51,51,10,3,1,8,0,73,caught,0,0,0,0
249753.csv,DJ Bravo,2,3,16,23,8,2,0,1,0,34,lbw,43,50,1,2
249753.csv,RR Sarwan,2,4,53,46,28,7,1,2,0,84,run out,0,0,0,0
249753.csv,RS Morton,2,5,45,39,22,3,1,2,1,68,lbw,0,0,0,0
249753.csv,BC Lara,2,6,5,4,1,0,0,1,0,6,bowled,0,0,0,0
249753.csv,MN Samuels,2,7,5,1,1,0,0,1,0,3,,54,35,1,1
249753.csv,DR Smith,2,8,0,1,0,0,0,0,0,1,bowled,62,35,2,0
249753.csv,CS Baugh,2,9,1,1,1,0,0,0,0,2,,0,0,0,0
249753.csv,IDR Bradshaw,2,,0,0,0,0,0,0,0,0,,65,25,6,4
249753.csv,JE Taylor,2,,0,0,0,0,0,0,0,0,,64,29,5,2
345470.csv,Tamim Iqbal,1,1,0,5,0,0,0,0,0,5,caught,0,0,0,0
345470.csv,Mohammad Ashraful,1,2,36,42,24,2,0,2,0,70,caught and bowled,0,0,0,0
345470.csv,Shahriar Nafees,1,3,9,12,5,0,0,1,0,18,bowled,0,0,0,0
345470.csv,Raqibul Hasan,1,4,89,56,52,7,1,5,0,121,caught,0,0,0,0
345470.csv,Mushfiqur Rahim,1,5,6,5,6,0,0,0,0,11,caught,0,0,0,0
345470.csv,Alok Kapali,1,6,20,15,8,2,0,2,0,27,bowled,6,13,0,0
345470.csv,Mahmudullah,1,7,24,10,14,1,0,2,0,27,caught,42,42,0,0
345470.csv,Farhad Reza,1,8,5,3,5,0,0,0,0,8,run out,33,43,2,1
345470.csv,Mashrafe Mortaza,1,9,13,5,5,1,0,0,1,12,run out,48,33,0,0
345470.csv,Abdur Razzak,1,10,8,4,4,0,0,1,0,9,,61,47,1,1
345470.csv,Dolar Mahmud,1,11,0,1,0,0,0,0,0,1,caught,26,40,2,1
345470.csv,G Gambhir,2,1,107,43,43,3,0,13,1,103,,0,0,0,0
345470.csv,V Sehwag,2,2,59,14,6,4,0,7,2,34,caught,42,33,1,0
345470.csv,RG Sharma,2,3,26,26,16,0,0,1,1,44,caught,0,0,0,0
345470.csv,Yuvraj Singh,2,4,26,16,14,1,0,1,1,33,bowled,12,10,0,0
345470.csv,SK Raina,2,5,0,2,0,0,0,0,0,2,,0,0,0,0
345470.csv,IK Pathan,2,,0,0,0,0,0,0,0,0,,56,45,3,3
345470.csv,P Kumar,2,,0,0,0,0,0,0,0,0,,62,30,3,2
345470.csv,PP Chawla,2,,0,0,0,0,0,0,0,0,,60,42,0,1
345470.csv,RP Singh,2,,0,0,0,0,0,0,0,0,,65,41,5,3
345470.csv,YK Pathan,2,,0,0,0,0,0,0,0,0,,12,9,0,1
361043.csv,G Gambhir,1,1,51,40,15,2,0,8,0,65,caught,0,0,0,0
361043.csv,V Sehwag,1,2,85,36,25,1,0,10,3,75,caught,56,66,2,3
361043.csv,SK Raina,1,3,43,18,21,2,0,0,3,44,caught,0,0,0,0
361043.csv,Yuvraj Singh,1,4,138,25,32,3,0,16,6,82,,0,0,0,0
361043.csv,YK Pathan,1,5,0,2,0,0,0,0,0,2,caught,22,41,0,1
361043.csv,MS Dhoni,1,6,39,13,13,4,0,3,1,34,bowled,0,0,0,0
361043.csv,RG Sharma,1,7,11,1,5,1,0,1,0,8,,0,0,0,0
361043.csv,Harbhajan Singh,1,,0,0,0,0,0,0,0,0,,48,47,0,1
361043.csv,MM Patel,1,,0,0,0,0,0,0,0,0,,36,20,1,1
361043.csv,RP Singh,1,,0,0,0,0,0,0,0,0,,26,23,2,1
361043.csv,Z Khan,1,,0,0,0,0,0,0,0,0,,42,26,1,3
361043.csv,IR Bell,2,1,25,20,11,1,0,3,0,35,caught,0,0,0,0
361043.csv,MJ Prior,2,2,4,6,2,1,0,0,0,9,caught,0,0,0,0
361043.csv,OA Shah,2,3,0,5,0,0,0,0,0,5,caught,0,0,0,0
361043.csv,KP Pietersen,2,4,63,26,21,1,0,7,2,57,run out,13,15,1,0
361043.csv,A Flintoff,2,5,4,2,0,0,0,1,0,3,lbw,60,67,1,1
361043.csv,PD Collingwood,2,6,19,14,5,1,0,3,0,23,caught,6,15,4,0
361043.csv,SR Patel,2,7,28,14,12,2,0,0,2,30,stumped,54,78,0,2
361043.csv,RS Bopara,2,8,54,16,16,0,0,2,5,39,,0,0,0,0
361043.csv,SCJ Broad,2,9,26,7,14,2,0,2,0,25,caught,64,70,8,0
361043.csv,JM Anderson,2,10,0,4,0,0,0,0,0,4,lbw,51,49,3,0
361043.csv,SJ Harmison,2,,0,0,0,0,0,0,0,0,run out,62,73,3,2
578620.csv,SR Watson,1,1,5,5,1,0,0,1,0,7,caught,18,11,1,0
578620.csv,MS Wade,1,2,29,39,15,1,0,3,0,58,lbw,0,0,0,0
578620.csv,PJ Hughes,1,3,0,4,0,0,0,0,0,4,run out,0,0,0,0
578620.csv,GJ Bailey,1,4,55,56,25,5,0,5,0,91,bowled,0,0,0,0
578620.csv,AC Voges,1,5,71,33,31,6,0,7,0,77,caught,0,0,0,0
578620.csv,MR Marsh,1,6,22,14,6,2,0,3,0,25,caught,0,0,0,0
578620.csv,GJ Maxwell,1,7,29,10,7,3,0,1,2,23,,0,0,0,0
578620.csv,JP Faulkner,1,8,6,7,4,1,0,0,0,12,caught,18,7,0,0
578620.csv,MG Johnson,1,9,8,4,0,0,0,2,0,6,caught,24,18,0,0
578620.csv,CJ McKay,1,10,2,2,2,0,0,0,0,4,,25,9,1,2
578620.csv,XJ Doherty,1,,0,0,0,0,0,0,0,0,,6,4,0,0
578620.csv,L Ronchi,2,1,14,11,3,0,1,2,0,17,caught,0,0,0,0
578620.csv,MJ Guptill,2,2,8,9,2,1,0,1,0,13,caught,0,0,0,0
578620.csv,KS Williamson,2,3,18,28,5,3,1,1,0,38,,60,56,1,1
578620.csv,LRPL Taylor,2,4,9,15,7,1,0,0,0,23,,0,0,0,0
578620.csv,DL Vettori,2,,0,0,0,0,0,0,0,0,,60,23,0,0
578620.csv,KD Mills,2,,0,0,0,0,0,0,0,0,,36,19,0,0
578620.csv,MJ McClenaghan,2,,0,0,0,0,0,0,0,0,,66,58,12,5
578620.csv,NL McCullum,2,,0,0,0,0,0,0,0,0,,61,45,1,2
578620.csv,TG Southee,2,,0,0,0,0,0,0,0,0,,24,26,2,0
566944.csv,AJ Finch,1,1,0,2,0,0,0,0,0,2,lbw,0,0,0,0
566944.csv,SR Watson,1,2,6,8,2,0,0,1,0,11,caught,60,43,0,1
566944.csv,SE Marsh,1,3,25,33,1,2,0,5,0,41,caught,0,0,0,0
566944.csv,MJ Clarke,1,4,22,19,2,4,0,3,0,28,lbw,0,0,0,0
566944.csv,GJ Bailey,1,5,87,48,25,9,2,5,3,92,caught,0,0,0,0
566944.csv,AC Voges,1,6,30,32,14,4,0,2,0,52,bowled,0,0,0,0
566944.csv,MS Wade,1,7,36,19,12,6,0,3,0,40,caught,0,0,0,0
566944.csv,JP Faulkner,1,8,1,2,1,0,0,0,0,3,run out,60,43,5,1
566944.csv,MG Johnson,1,9,4,3,2,1,0,0,0,6,bowled,59,62,2,0
566944.csv,CJ McKay,1,10,2,10,2,0,0,0,0,12,bowled,62,37,5,4
566944.csv,NM Coulter-Nile,1,11,7,2,3,0,0,1,0,6,,60,34,0,1
566944.csv,MA Carberry,2,1,63,58,27,4,0,7,0,96,bowled,0,0,0,0
566944.csv,KP Pietersen,2,2,5,7,1,0,0,1,0,9,lbw,0,0,0,0
566944.csv,IJL Trott,2,3,0,1,0,0,0,0,0,1,caught,0,0,0,0
566944.csv,JE Root,2,4,0,1,0,0,0,0,0,1,caught,6,9,0,0
566944.csv,EJG Morgan,2,5,53,64,19,3,0,7,0,93,bowled,0,0,0,0
566944.csv,RS Bopara,2,6,7,12,7,0,0,0,0,19,lbw,60,45,0,1
566944.csv,JC Buttler,2,7,65,18,16,7,1,5,2,49,,0,0,0,0
566944.csv,BA Stokes,2,8,25,14,11,1,0,3,0,29,bowled,55,41,2,1
566944.csv,JC Tredwell,2,9,1,3,1,0,0,0,0,4,,50,53,0,4
566944.csv,ST Finn,2,,0,0,0,0,0,0,0,0,,62,41,4,2
566944.csv,WB Rankin,2,,0,0,0,0,0,0,0,0,,60,31,1,2
576405.csv,CR Suryawanshi,1,1,5,5,1,0,0,1,0,7,caught,0,0,0,0
576405.csv,CR Kumarage,1,2,8,23,2,1,0,1,0,27,bowled,0,0,0,0
